Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Alabama A&M;,48,41,38,23,0,Nicholas West missed Free Throw.
Prairie View A&M;,Alabama A&M;,48,41,38,23,0,Green Hill Offensive Rebound.
Prairie View A&M;,Alabama A&M;,48,41,38,30,0,Green Hill missed Jumper.
Prairie View A&M;,Alabama A&M;,48,41,38,30,0,Demondre Chapman Defensive Rebound.
Prairie View A&M;,Alabama A&M;,48,41,38,46,0,Foul on Green Hill.
Prairie View A&M;,Alabama A&M;,49,41,38,46,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,50,41,38,46,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,50,41,38,53,0,Arthur Capers missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,50,41,38,53,0,Brandon Ellis Offensive Rebound.
Prairie View A&M;,Alabama A&M;,50,41,38,58,0,Alabama A&M;  Timeout
Prairie View A&M;,Alabama A&M;,50,43,38,59,1,Brandon Ellis made Jumper.
Prairie View A&M;,Alabama A&M;,50,43,39,0,0,Foul on Jeremy Crutcher.
Prairie View A&M;,Alabama A&M;,51,43,39,0,1,Tre Hagood made Free Throw.
Prairie View A&M;,Alabama A&M;,51,43,39,0,0,Tre Hagood missed Free Throw.
Prairie View A&M;,Alabama A&M;,51,43,39,0,0,Nicholas West Defensive Rebound.
Prairie View A&M;,Alabama A&M;,51,43,39,10,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,51,43,39,10,0,Justin Colvin Offensive Rebound.
Prairie View A&M;,Alabama A&M;,51,43,39,16,0,Brandon Ellis missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,51,43,39,16,0,Arthur Capers Offensive Rebound.
Prairie View A&M;,Alabama A&M;,51,45,39,20,1,Arthur Capers made Layup.
Prairie View A&M;,Alabama A&M;,51,45,39,20,0,Alabama A&M;  Timeout
Prairie View A&M;,Alabama A&M;,51,45,39,25,0,Louis Munks Turnover.
Prairie View A&M;,Alabama A&M;,51,45,39,25,0,Brandon Ellis Steal.
Prairie View A&M;,Alabama A&M;,51,47,39,30,1,Jeremy Crutcher made Layup.
Prairie View A&M;,Alabama A&M;,51,47,39,30,0,Alabama A&M;  Timeout
Prairie View A&M;,Alabama A&M;,51,47,39,35,0,Foul on Green Hill.
Prairie View A&M;,Alabama A&M;,51,47,39,35,0,Montrael Scott missed Free Throw.
Prairie View A&M;,Alabama A&M;,51,47,39,35,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,52,47,39,35,1,Montrael Scott made Free Throw.
Prairie View A&M;,Alabama A&M;,52,47,39,35,0,Prairie View  Timeout
Prairie View A&M;,Alabama A&M;,52,47,39,40,0,Brandon Ellis missed Jumper.
Prairie View A&M;,Alabama A&M;,52,47,39,40,0,Hershey Robinson Block.
Prairie View A&M;,Alabama A&M;,52,47,39,42,0,Tre Hagood Defensive Rebound.
Prairie View A&M;,Alabama A&M;,52,47,39,46,0,Foul on Brandon Ellis.
Prairie View A&M;,Alabama A&M;,53,47,39,46,1,Louis Munks made Free Throw.
Prairie View A&M;,Alabama A&M;,54,47,39,46,1,Louis Munks made Free Throw.
Prairie View A&M;,Alabama A&M;,54,47,39,52,0,Jeremy Crutcher missed Three Point Jumper.
Prairie View A&M;,Alabama A&M;,54,47,39,52,0,Arthur Capers Offensive Rebound.
Prairie View A&M;,Alabama A&M;,54,49,39,57,1,Arthur Capers made Layup.
Prairie View A&M;,Alabama A&M;,54,49,39,59,0,Foul on Justin Colvin.
Prairie View A&M;,Alabama A&M;,54,49,39,59,0,Montrael Scott missed Free Throw.
Prairie View A&M;,Alabama A&M;,54,49,39,59,0,Prairie View Deadball Team Rebound.
Prairie View A&M;,Alabama A&M;,55,49,39,59,1,Montrael Scott made Free Throw.
Prairie View A&M;,Alabama A&M;,55,49,40,0,0,End of Game
