Away Team,Home Team,Away Score,Home Score,Minute,Second,isScoringPosession,Desc.
Prairie View A&M;,Texas A&M;,59,67,38,21,1,Montrael Scott made Three Point Jumper. Assisted by Tre Hagood.
Prairie View A&M;,Texas A&M;,59,67,38,23,0,Prairie View  Timeout
Prairie View A&M;,Texas A&M;,59,67,38,23,0,Texas A&M;  Timeout
Prairie View A&M;,Texas A&M;,59,67,38,45,0,Foul on Tre Hagood.
Prairie View A&M;,Texas A&M;,59,68,38,45,1,Alex Caruso made Free Throw.
Prairie View A&M;,Texas A&M;,59,69,38,45,1,Alex Caruso made Free Throw.
Prairie View A&M;,Texas A&M;,59,69,38,56,0,Jules Montgomery missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,59,69,38,56,0,Montrael Scott Offensive Rebound.
Prairie View A&M;,Texas A&M;,59,69,39,0,0,Montrael Scott missed Layup.
Prairie View A&M;,Texas A&M;,59,69,39,0,0,Antwan Space Block.
Prairie View A&M;,Texas A&M;,59,69,39,2,0,Jules Montgomery Offensive Rebound.
Prairie View A&M;,Texas A&M;,59,69,39,5,0,Jules Montgomery missed Jumper.
Prairie View A&M;,Texas A&M;,59,69,39,5,0,Jules Montgomery Offensive Rebound.
Prairie View A&M;,Texas A&M;,62,69,39,8,1,Karim York made Three Point Jumper. Assisted by Jules Montgomery.
Prairie View A&M;,Texas A&M;,62,69,39,9,0,Prairie View  Timeout
Prairie View A&M;,Texas A&M;,62,69,39,14,0,Foul on Jules Montgomery.
Prairie View A&M;,Texas A&M;,62,70,39,14,1,Fabyon Harris made Free Throw.
Prairie View A&M;,Texas A&M;,62,71,39,14,1,Fabyon Harris made Free Throw.
Prairie View A&M;,Texas A&M;,62,71,39,22,0,John Brisco Turnover.
Prairie View A&M;,Texas A&M;,62,73,39,25,1,Shawn Smith made Dunk.
Prairie View A&M;,Texas A&M;,62,73,39,30,0,Montrael Scott missed Three Point Jumper.
Prairie View A&M;,Texas A&M;,62,73,39,30,0,Shawn Smith Defensive Rebound.
Prairie View A&M;,Texas A&M;,62,73,39,34,0,Foul on Rasi Jenkins.
Prairie View A&M;,Texas A&M;,62,74,39,34,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,62,75,39,34,1,Shawn Smith made Free Throw.
Prairie View A&M;,Texas A&M;,65,75,39,43,1,Montrael Scott made Three Point Jumper. Assisted by John Brisco.
Prairie View A&M;,Texas A&M;,65,75,39,44,0,Prairie View  Timeout
Prairie View A&M;,Texas A&M;,65,75,40,0,0,End of Game
